,brand,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
4165,Maruti,2005,11.695247021764184,60000,Petrol,Individual,Manual,4,18.9,998.0,67.1,5.0
4166,Mahindra,2014,12.873902018105829,78000,Diesel,Individual,Manual,1,11.68,2498.0,112.0,7.0
4167,Hyundai,2019,13.034624463096321,30000,Petrol,Individual,Manual,1,20.3,1086.0,68.0,5.0
4168,Ford,2018,13.764217263576723,20000,Diesel,Individual,Manual,1,23.0,1498.0,98.96,5.0
4169,Maruti,2017,13.38472764187182,21000,Petrol,Individual,Manual,1,22.0,1197.0,81.8,5.0
4170,Maruti,2013,12.89921982609012,70000,Diesel,Individual,Manual,1,22.9,1248.0,74.0,5.0
4171,Hyundai,2015,12.89921982609012,70000,Petrol,Individual,Automatic,2,18.9,1197.0,82.0,5.0
4172,Maruti,2006,11.512925464970229,42500,Petrol,Individual,Manual,1,19.7,796.0,46.3,5.0
4173,Hyundai,2012,12.765688433465597,25000,Petrol,Individual,Manual,1,20.36,1197.0,78.9,5.0
4174,Tata,2013,13.017002861746503,80000,Diesel,Individual,Manual,2,13.7,2197.0,138.1,7.0
4175,Mahindra,2006,12.765688433465597,90000,Diesel,Individual,Manual,1,12.7,2609.0,116.6,8.0
4176,Volkswagen,2010,12.429216196844383,80000,Diesel,Individual,Manual,4,22.07,1199.0,73.9,5.0
4177,Mahindra,2013,13.017002861746503,146000,Diesel,Individual,Manual,2,15.96,2523.0,62.1,7.0
4178,Maruti,2013,11.964001084330445,47200,Petrol,Individual,Manual,3,16.1,796.0,37.0,4.0
4179,Mahindra,2018,14.22097566607244,60000,Diesel,Individual,Manual,1,15.1,2179.0,152.87,7.0
4180,Mahindra,2018,14.22097566607244,60000,Diesel,Individual,Manual,1,15.1,2179.0,152.87,7.0
4181,Tata,2007,11.225243392518447,100000,Petrol,Individual,Manual,2,15.3,1193.0,65.3,5.0
4182,Chevrolet,2010,12.542544882151386,100000,Diesel,Individual,Manual,2,14.8,2499.0,80.0,10.0
4183,Hyundai,2015,13.304684934198283,35000,Petrol,Individual,Manual,1,18.6,1197.0,81.83,5.0
4184,Tata,2012,12.43320423404224,120000,Diesel,Individual,Manual,4,15.3,2956.0,83.8,7.0
4185,Toyota,2010,12.765688433465597,80000,Petrol,Individual,Manual,2,12.5,1794.0,132.0,5.0
4186,Renault,2016,12.611537753638338,34000,Petrol,Individual,Manual,1,23.01,999.0,67.0,5.0
4187,Renault,2017,13.617058399727497,50000,Diesel,Individual,Manual,1,19.87,1461.0,83.8,5.0
4188,Tata,2010,12.923909999653127,100000,Diesel,Individual,Manual,2,19.61,1405.0,70.0,5.0
4189,Hyundai,2008,12.524526376648708,52000,Petrol,Individual,Manual,2,13.9,1599.0,103.2,5.0
4190,Maruti,2013,13.116345305078767,110000,Diesel,Individual,Manual,1,20.77,1248.0,88.76,7.0
4191,Hyundai,2015,13.122363377404328,70000,Petrol,Individual,Manual,1,18.6,1197.0,81.83,5.0
4192,Mahindra,2006,12.043553716032399,120000,Diesel,Individual,Manual,2,14.0,2523.0,83.0,7.0
4193,Ford,2016,13.151922179645874,68609,Diesel,Dealer,Manual,1,22.7,1498.0,89.84,5.0
4194,Ford,2018,13.737549016494562,33360,Diesel,Dealer,Manual,1,22.77,1498.0,98.59,5.0
4195,Mahindra,2019,14.19394699368452,5000,Diesel,Individual,Manual,1,17.3,1497.0,121.0,7.0
4196,Isuzu,2019,14.808762330974558,10000,Diesel,Individual,Automatic,1,13.8,2999.0,174.57,7.0
4197,Tata,2017,13.62918097977278,35000,Diesel,Individual,Manual,1,21.5,1497.0,108.5,5.0
4198,Ford,2019,13.790192749979985,30000,Diesel,Individual,Manual,1,23.0,1498.0,98.96,5.0
4199,Ford,2018,13.337474757021274,15000,Petrol,Individual,Manual,1,20.4,1194.0,94.93,5.0
4200,Nissan,2019,13.664687668229691,14317,Petrol,Dealer,Manual,1,14.23,1498.0,104.55,5.0
4201,Datsun,2018,12.971540487669746,5000,Petrol,Individual,Manual,2,20.63,1198.0,67.0,5.0
4202,Honda,2019,14.020082723693049,5000,Petrol,Individual,Automatic,1,18.0,1497.0,117.6,5.0
4203,Honda,2017,13.664687668229691,28000,Petrol,Individual,Manual,1,17.8,1497.0,117.3,5.0
4204,Ford,2018,13.764217263576723,40000,Diesel,Individual,Manual,1,23.0,1498.0,98.96,5.0
4205,Ford,2012,12.323855681186558,87237,Diesel,Dealer,Manual,2,20.0,1399.0,68.05,5.0
4206,Chevrolet,2011,13.122363377404328,99500,Diesel,Individual,Manual,3,11.5,1991.0,147.9,7.0
4207,Ford,2017,13.122363377404328,62960,Diesel,Dealer,Manual,1,25.83,1498.0,99.0,5.0
4208,MG,2019,14.346138809026444,16500,Petrol,Dealer,Automatic,1,13.96,1451.0,141.0,5.0
4209,Maruti,2014,13.208541073645382,110000,Diesel,Individual,Manual,1,20.77,1248.0,88.76,7.0
4210,Maruti,2011,12.89921982609012,72000,Diesel,Individual,Manual,1,22.9,1248.0,74.0,5.0
4211,Maruti,2018,13.38472764187182,50000,Diesel,Individual,Manual,1,28.4,1248.0,74.02,5.0
4212,Hyundai,2008,11.652678711655406,55000,Petrol,Individual,Manual,2,13.9,1599.0,103.2,5.0
4213,Maruti,2015,13.239257128875828,60000,Diesel,Individual,Manual,1,27.39,1248.0,74.0,5.0
4214,Tata,2002,11.472103470449973,120000,Diesel,Individual,Manual,1,14.07,2956.0,83.1,7.0
4215,Jaguar,2017,14.812828128480803,9000,Diesel,Dealer,Automatic,1,13.6,1999.0,177.0,5.0
4216,Lexus,2019,15.454507272639919,20000,Petrol,Dealer,Automatic,1,22.37,2487.0,214.56,5.0
4217,Jaguar,2017,14.978661367769956,45000,Diesel,Dealer,Automatic,1,19.33,1999.0,177.0,5.0
4218,Tata,2015,13.128345449081877,110000,Diesel,Individual,Manual,1,14.1,2179.0,147.94,7.0
4219,Volvo,2019,15.150511624696614,20000,Diesel,Individual,Automatic,1,18.0,1969.0,190.0,5.0
4220,Toyota,2016,14.508657738524219,68089,Petrol,Trustmark Dealer,Automatic,1,19.16,2494.0,157.7,5.0
4221,Maruti,2013,12.323855681186558,58343,Petrol,Trustmark Dealer,Manual,1,21.79,998.0,67.05,5.0
4222,Maruti,2018,13.514405465180353,38817,Diesel,Dealer,Manual,1,27.39,1248.0,74.0,5.0
4223,Honda,2016,13.217673557208654,56494,Petrol,Trustmark Dealer,Manual,1,18.2,1199.0,88.7,5.0
4224,Toyota,2013,13.527828485512494,79328,Diesel,Trustmark Dealer,Manual,2,12.99,2494.0,100.6,7.0
4225,Maruti,2019,13.38472764187182,5621,Petrol,Trustmark Dealer,Automatic,1,22.0,1197.0,81.8,5.0
4226,Toyota,2017,13.345506928718539,25538,Petrol,Trustmark Dealer,Manual,1,16.78,1496.0,88.73,5.0
4227,Maruti,2018,13.304684934198283,69779,Petrol,Dealer,Automatic,1,22.0,1197.0,81.8,5.0
4228,Hyundai,2017,13.017002861746503,56290,Diesel,Dealer,Manual,1,24.0,1186.0,73.97,5.0
4229,BMW,2019,15.501909511534503,7500,Diesel,Dealer,Automatic,1,16.78,1995.0,190.0,5.0
4230,BMW,2019,15.520258650202699,8500,Diesel,Dealer,Automatic,1,16.78,1995.0,190.0,5.0
4231,Honda,2019,13.565766324852886,7032,Petrol,Trustmark Dealer,Automatic,1,19.0,1199.0,88.76,5.0
4232,Skoda,2016,13.37700559577791,11000,Petrol,Dealer,Automatic,1,14.3,1598.0,103.5,5.0
4233,Volvo,2018,14.721750953984929,2000,Diesel,Dealer,Automatic,1,16.8,1984.0,150.0,5.0
4234,Jaguar,2017,14.812828128480803,9000,Diesel,Dealer,Automatic,1,13.6,1999.0,177.0,5.0
4235,Lexus,2019,15.454507272639919,20000,Petrol,Dealer,Automatic,1,22.37,2487.0,214.56,5.0
4236,Jaguar,2017,14.978661367769956,45000,Diesel,Dealer,Automatic,1,19.33,1999.0,177.0,5.0
4237,Tata,2015,13.128345449081877,110000,Diesel,Individual,Manual,1,14.1,2179.0,147.94,7.0
4238,Volvo,2019,15.150511624696614,20000,Diesel,Individual,Automatic,1,18.0,1969.0,190.0,5.0
4239,Toyota,2016,14.508657738524219,68089,Petrol,Trustmark Dealer,Automatic,1,19.16,2494.0,157.7,5.0
4240,Maruti,2013,12.323855681186558,58343,Petrol,Trustmark Dealer,Manual,1,21.79,998.0,67.05,5.0
4241,Maruti,2018,13.514405465180353,38817,Diesel,Dealer,Manual,1,27.39,1248.0,74.0,5.0
4242,Honda,2016,13.217673557208654,56494,Petrol,Trustmark Dealer,Manual,1,18.2,1199.0,88.7,5.0
4243,Toyota,2013,13.527828485512494,79328,Diesel,Trustmark Dealer,Manual,2,12.99,2494.0,100.6,7.0
4244,Maruti,2019,13.38472764187182,5621,Petrol,Trustmark Dealer,Automatic,1,22.0,1197.0,81.8,5.0
4245,Toyota,2017,13.345506928718539,25538,Petrol,Trustmark Dealer,Manual,1,16.78,1496.0,88.73,5.0
4246,Maruti,2018,13.304684934198283,69779,Petrol,Dealer,Automatic,1,22.0,1197.0,81.8,5.0
4247,Hyundai,2017,13.017002861746503,56290,Diesel,Dealer,Manual,1,24.0,1186.0,73.97,5.0
4248,BMW,2019,15.501909511534503,7500,Diesel,Dealer,Automatic,1,16.78,1995.0,190.0,5.0
4249,BMW,2019,15.520258650202699,8500,Diesel,Dealer,Automatic,1,16.78,1995.0,190.0,5.0
4250,Honda,2019,13.565766324852886,7032,Petrol,Trustmark Dealer,Automatic,1,19.0,1199.0,88.76,5.0
4251,Skoda,2016,13.37700559577791,11000,Petrol,Dealer,Automatic,1,14.3,1598.0,103.5,5.0
4252,Volvo,2018,14.721750953984929,2000,Diesel,Dealer,Automatic,1,16.8,1984.0,150.0,5.0
4253,Mitsubishi,1999,11.951180395901384,100000,Diesel,Individual,Manual,3,14.8,1998.0,68.0,5.0
4254,Maruti,2009,12.254862809699606,120000,Diesel,Individual,Manual,4,,,,
4255,Jaguar,2017,14.812828128480803,9000,Diesel,Dealer,Automatic,1,13.6,1999.0,177.0,5.0
4256,Lexus,2019,15.454507272639919,20000,Petrol,Dealer,Automatic,1,22.37,2487.0,214.56,5.0
4257,Jaguar,2017,14.978661367769956,45000,Diesel,Dealer,Automatic,1,19.33,1999.0,177.0,5.0
4258,Tata,2015,13.128345449081877,110000,Diesel,Individual,Manual,1,14.1,2179.0,147.94,7.0
4259,Volvo,2019,15.150511624696614,20000,Diesel,Individual,Automatic,1,18.0,1969.0,190.0,5.0
4260,Toyota,2016,14.508657738524219,68089,Petrol,Trustmark Dealer,Automatic,1,19.16,2494.0,157.7,5.0
4261,Maruti,2013,12.323855681186558,58343,Petrol,Trustmark Dealer,Manual,1,21.79,998.0,67.05,5.0
4262,Maruti,2018,13.514405465180353,38817,Diesel,Dealer,Manual,1,27.39,1248.0,74.0,5.0
4263,Honda,2016,13.217673557208654,56494,Petrol,Trustmark Dealer,Manual,1,18.2,1199.0,88.7,5.0
4264,Toyota,2013,13.527828485512494,79328,Diesel,Trustmark Dealer,Manual,2,12.99,2494.0,100.6,7.0
4265,Maruti,2019,13.38472764187182,5621,Petrol,Trustmark Dealer,Automatic,1,22.0,1197.0,81.8,5.0
4266,Toyota,2017,13.345506928718539,25538,Petrol,Trustmark Dealer,Manual,1,16.78,1496.0,88.73,5.0
4267,Maruti,2018,13.304684934198283,69779,Petrol,Dealer,Automatic,1,22.0,1197.0,81.8,5.0
4268,Hyundai,2017,13.017002861746503,56290,Diesel,Dealer,Manual,1,24.0,1186.0,73.97,5.0
4269,BMW,2019,15.501909511534503,7500,Diesel,Dealer,Automatic,1,16.78,1995.0,190.0,5.0
4270,BMW,2019,15.520258650202699,8500,Diesel,Dealer,Automatic,1,16.78,1995.0,190.0,5.0
4271,Honda,2019,13.565766324852886,7032,Petrol,Trustmark Dealer,Automatic,1,19.0,1199.0,88.76,5.0
4272,Skoda,2016,13.37700559577791,11000,Petrol,Dealer,Automatic,1,14.3,1598.0,103.5,5.0
4273,Volvo,2018,14.721750953984929,2000,Diesel,Dealer,Automatic,1,16.8,1984.0,150.0,5.0
4274,Ford,2015,13.287877815881902,80000,Diesel,Individual,Manual,1,25.01,1498.0,89.75,5.0
4275,Hyundai,2016,12.765688433465597,120000,Diesel,Individual,Manual,2,24.4,1120.0,71.0,5.0
4276,Maruti,2017,13.091902108061824,30000,Petrol,Individual,Manual,1,20.89,1197.0,81.8,5.0
4277,Tata,2015,12.388394202324129,110000,Diesel,Individual,Manual,2,19.1,1405.0,70.0,5.0
4278,Toyota,2008,13.122363377404328,219000,Diesel,Individual,Manual,2,12.8,2494.0,102.0,8.0
4279,Maruti,2017,12.611537753638338,80000,Petrol,Individual,Manual,1,24.7,796.0,47.3,5.0
4280,Maruti,2016,13.527828485512494,80000,Diesel,Individual,Manual,1,28.09,1248.0,88.5,5.0
4281,Maruti,2016,13.260384675301703,35000,Petrol,Individual,Manual,2,20.85,1197.0,83.14,5.0
4282,Tata,2013,12.206072645530174,167000,Diesel,Individual,Manual,1,22.3,1248.0,88.8,5.0
4283,Hyundai,2016,13.9108207377686,94000,Diesel,Individual,Manual,1,19.67,1582.0,126.2,5.0
4284,Hyundai,2012,12.765688433465597,80000,Petrol,Individual,Manual,1,17.92,1086.0,62.1,5.0
4285,Maruti,1998,11.156250521031495,100000,Petrol,Individual,Manual,2,16.1,796.0,37.0,4.0
4286,Ford,2005,11.695247021764184,90000,Petrol,Individual,Manual,2,13.8,1299.0,70.0,5.0
4287,Toyota,2012,13.458835614025542,246000,Diesel,Individual,Manual,2,12.99,2494.0,100.0,7.0
4288,Maruti,2019,13.122363377404328,10000,Petrol,Individual,Manual,1,21.4,1197.0,83.1,5.0
4289,Tata,2016,12.821258284620408,90000,Diesel,Individual,Manual,1,19.09,1405.0,69.01,5.0
4290,Tata,2019,13.304684934198283,5200,Petrol,Individual,Manual,1,20.3,1199.0,83.81,5.0
4291,Maruti,2006,11.512925464970229,120000,Petrol,Individual,Manual,2,17.3,993.0,60.0,5.0
4292,Maruti,2013,12.923909999653127,90000,Diesel,Individual,Manual,2,22.9,1248.0,74.0,5.0
4293,Honda,2016,13.527828485512494,50000,Petrol,Individual,Automatic,1,18.0,1497.0,117.3,5.0
4294,Hyundai,2017,13.304684934198283,5000,Petrol,Individual,Manual,1,18.9,1197.0,81.86,5.0
4295,Mahindra,2018,13.217673557208654,10500,Petrol,Individual,Manual,1,18.15,1198.0,82.0,6.0
4296,Renault,2018,13.764217263576723,26000,Diesel,Individual,Manual,1,19.6,1461.0,108.45,5.0
4297,Mahindra,2014,13.37700559577791,139000,Diesel,Individual,Automatic,1,11.79,2179.0,120.0,8.0
4298,Mahindra,2014,13.527828485512494,60000,Diesel,Individual,Manual,2,15.1,2179.0,140.0,7.0
4299,Mercedes-Benz,2006,13.38472764187182,40000,Petrol,Individual,Manual,1,11.7,1796.0,178.0,5.0
4300,Ford,2015,13.592367006650065,25000,Petrol,Individual,Manual,1,15.85,1499.0,110.4,5.0
4301,Toyota,2010,12.765688433465597,60000,Petrol,Individual,Manual,2,14.53,1798.0,138.0,5.0
4302,Ford,2015,13.458835614025542,25000,Petrol,Individual,Manual,1,15.85,1499.0,110.4,5.0
4303,Maruti,2011,12.721885810807203,15000,Petrol,Individual,Manual,1,17.5,1298.0,85.8,5.0
4304,Maruti,2012,12.506177237980511,110000,Diesel,Individual,Manual,1,19.3,1248.0,73.9,5.0
4305,Hyundai,2001,10.858998997563564,70000,Petrol,Individual,Manual,2,,,,
4306,Maruti,2010,12.676076274775909,100000,Diesel,Individual,Manual,2,19.3,1248.0,73.9,5.0
4307,Hyundai,2007,11.695247021764184,120000,Petrol,Individual,Manual,1,17.8,1086.0,63.0,5.0
4308,Audi,2010,13.500799813124575,55000,Petrol,Individual,Automatic,2,12.3,1781.0,163.2,5.0
4309,Maruti,2007,11.736069016284437,120000,Petrol,Individual,Manual,3,15.0,1586.0,104.68,5.0
4310,Maruti,2007,11.918390573078392,35000,Petrol,Individual,Manual,1,18.2,1061.0,64.0,5.0
4311,Maruti,2018,12.644327576461329,13000,Petrol,Individual,Manual,1,24.7,796.0,47.3,5.0
4312,Maruti,2015,13.345506928718539,50000,Diesel,Individual,Manual,1,26.59,1248.0,74.0,5.0
4313,Hyundai,2012,12.495003937382387,40000,Petrol,Individual,Manual,1,20.36,1197.0,78.9,5.0
4314,Hyundai,2016,13.304684934198283,25000,Petrol,Individual,Manual,1,17.19,1197.0,81.86,5.0
4315,Maruti,2011,12.100712129872347,110000,Petrol,Individual,Manual,2,15.37,1196.0,73.0,7.0
4316,Toyota,2019,13.458835614025542,5000,Petrol,Individual,Manual,1,23.87,1197.0,88.5,5.0
4317,Maruti,2013,11.703545824578878,50000,Petrol,Individual,Manual,2,16.1,796.0,37.0,4.0
4318,Hyundai,2014,12.765688433465597,80000,Petrol,Individual,Manual,3,18.9,1197.0,82.0,5.0
4319,Toyota,2012,13.676247341204819,225000,Diesel,Individual,Manual,2,12.99,2494.0,100.0,8.0
4320,Jaguar,2017,14.812828128480803,9000,Diesel,Dealer,Automatic,1,13.6,1999.0,177.0,5.0
4321,Lexus,2019,15.454507272639919,20000,Petrol,Dealer,Automatic,1,22.37,2487.0,214.56,5.0
4322,Jaguar,2017,14.978661367769956,45000,Diesel,Dealer,Automatic,1,19.33,1999.0,177.0,5.0
4323,Tata,2015,13.128345449081877,110000,Diesel,Individual,Manual,1,14.1,2179.0,147.94,7.0
4324,Volvo,2019,15.150511624696614,20000,Diesel,Individual,Automatic,1,18.0,1969.0,190.0,5.0
4325,Toyota,2016,14.508657738524219,68089,Petrol,Trustmark Dealer,Automatic,1,19.16,2494.0,157.7,5.0
4326,Maruti,2013,12.323855681186558,58343,Petrol,Trustmark Dealer,Manual,1,21.79,998.0,67.05,5.0
4327,Maruti,2018,13.514405465180353,38817,Diesel,Dealer,Manual,1,27.39,1248.0,74.0,5.0
4328,Honda,2016,13.217673557208654,56494,Petrol,Trustmark Dealer,Manual,1,18.2,1199.0,88.7,5.0
4329,Toyota,2013,13.527828485512494,79328,Diesel,Trustmark Dealer,Manual,2,12.99,2494.0,100.6,7.0
4330,Maruti,2019,13.38472764187182,5621,Petrol,Trustmark Dealer,Automatic,1,22.0,1197.0,81.8,5.0
4331,Toyota,2017,13.345506928718539,25538,Petrol,Trustmark Dealer,Manual,1,16.78,1496.0,88.73,5.0
4332,Maruti,2018,13.304684934198283,69779,Petrol,Dealer,Automatic,1,22.0,1197.0,81.8,5.0
4333,Hyundai,2017,13.017002861746503,56290,Diesel,Dealer,Manual,1,24.0,1186.0,73.97,5.0
4334,BMW,2019,15.501909511534503,7500,Diesel,Dealer,Automatic,1,16.78,1995.0,190.0,5.0
4335,BMW,2019,15.520258650202699,8500,Diesel,Dealer,Automatic,1,16.78,1995.0,190.0,5.0
4336,Honda,2019,13.565766324852886,7032,Petrol,Trustmark Dealer,Automatic,1,19.0,1199.0,88.76,5.0
4337,Skoda,2016,13.37700559577791,11000,Petrol,Dealer,Automatic,1,14.3,1598.0,103.5,5.0
4338,Volvo,2018,14.721750953984929,2000,Diesel,Dealer,Automatic,1,16.8,1984.0,150.0,5.0
4339,Maruti,2008,11.289781913656018,100000,Petrol,Individual,Manual,3,17.3,1061.0,64.0,5.0
4340,Hyundai,2008,11.695247021764184,93331,Petrol,Individual,Manual,2,19.81,1086.0,68.05,5.0
4341,Mahindra,2012,12.821258284620408,120000,Diesel,Individual,Manual,2,13.5,2179.0,115.0,5.0
4342,Nissan,2015,13.527828485512494,70000,Diesel,Individual,Manual,1,19.01,1461.0,108.5,5.0
4343,Mahindra,2015,13.091902108061824,100000,Diesel,Individual,Manual,1,15.96,2523.0,63.0,9.0
4344,Hyundai,2006,11.695247021764184,90000,Diesel,Individual,Manual,2,13.1,1493.0,82.0,5.0
4345,Honda,2017,13.664687668229691,28000,Petrol,Individual,Manual,1,17.8,1497.0,117.3,5.0
4346,Maruti,2018,13.38472764187182,50000,Diesel,Individual,Manual,1,28.4,1248.0,74.02,5.0
4347,Maruti,2014,13.38472764187182,90000,Diesel,Individual,Manual,1,20.77,1248.0,88.8,7.0
4348,Hyundai,2016,13.473020249017498,40000,Diesel,Individual,Manual,1,24.8,1396.0,88.7,5.0
4349,Ford,2017,12.971540487669746,113000,Diesel,Individual,Manual,1,25.83,1498.0,99.0,5.0
4350,Maruti,2011,12.628067055589549,188000,Diesel,Individual,Manual,2,17.8,1248.0,75.0,5.0
4351,Ford,2011,12.301382825334498,100000,Diesel,Individual,Manual,1,20.0,1399.0,68.0,5.0
4352,Tata,2010,11.918390573078392,225000,Diesel,Individual,Manual,3,14.0,1948.0,90.0,9.0
4353,Mahindra,2017,13.399995114002609,67000,Diesel,Individual,Manual,2,18.49,1493.0,100.0,7.0
4354,Chevrolet,2011,11.84939770159144,70000,Diesel,Individual,Manual,4,25.44,936.0,57.6,5.0
4355,Toyota,2015,13.9108207377686,50000,Petrol,Individual,Manual,1,14.28,1798.0,138.03,5.0
4356,Jaguar,2013,14.71159858252091,60000,Diesel,Individual,Automatic,1,16.36,2179.0,187.7,5.0
4357,Volkswagen,2017,13.345506928718539,34000,Diesel,Individual,Automatic,1,22.0,1498.0,108.495,5.0
4358,Honda,2004,12.196022309676673,110000,Petrol,Individual,Manual,3,12.8,1493.0,100.0,5.0
4359,Hyundai,2001,11.002099841204238,71000,Petrol,Individual,Manual,2,,,,
4360,Maruti,2005,11.77528972943772,140000,Petrol,Individual,Manual,2,18.9,998.0,67.1,5.0
4361,Honda,2012,13.199324418540456,100000,Petrol,Individual,Manual,2,16.8,1497.0,116.3,5.0
4362,Hyundai,2017,13.217673557208654,10000,Petrol,Individual,Automatic,1,18.9,1197.0,81.86,5.0
4363,Maruti,2018,13.071070083016778,30000,Petrol,Individual,Manual,1,21.63,998.0,67.04,5.0
4364,Toyota,2016,14.946912669455374,90000,Diesel,Individual,Automatic,1,15.04,2755.0,174.5,7.0
4365,Maruti,2010,12.287652632522597,120000,Diesel,Individual,Manual,1,21.1,1248.0,73.9,5.0
4366,Hyundai,2002,10.46310334047155,184000,Petrol,Individual,Manual,2,,,,
4367,Maruti,2019,13.527828485512494,6500,Petrol,Individual,Automatic,1,21.21,1197.0,81.8,5.0
4368,Maruti,2010,12.765688433465597,80000,Petrol,Individual,Manual,1,11.96,1298.0,80.0,8.0
4369,Mahindra,2008,12.89921982609012,100000,Diesel,Individual,Manual,3,12.05,2179.0,120.0,7.0
4370,Toyota,2015,13.253391639810733,120000,Diesel,Individual,Manual,2,23.59,1364.0,67.05,5.0
4371,Hyundai,2012,12.100712129872347,120000,Petrol,Individual,Manual,2,21.1,814.0,55.2,5.0
4372,Opel,1998,11.127262984158243,110000,Petrol,Individual,Manual,3,13.1,1598.0,77.0,5.0
4373,Skoda,2006,12.542544882151386,150000,Diesel,Individual,Manual,3,18.7,1896.0,66.0,5.0
4374,Tata,2005,11.407564949312402,120000,Diesel,Individual,Manual,4,16.1,1405.0,70.0,5.0
4375,Mercedes-Benz,2015,14.77102200299171,100000,Diesel,Individual,Automatic,2,15.26,2143.0,203.2,5.0
4376,Tata,2018,13.458835614025542,63000,Diesel,Individual,Manual,1,15.3,2956.0,83.83,7.0
4377,Mercedes-Benz,2016,14.430696197054507,40000,Diesel,Individual,Automatic,2,17.9,2143.0,136.0,5.0
4378,Ford,2015,13.437174117244362,109000,Diesel,Dealer,Manual,1,22.7,1498.0,89.84,5.0
4379,Maruti,2015,13.244581010128577,114000,Diesel,Dealer,Manual,1,25.2,1248.0,73.94,5.0
4380,Skoda,2017,14.28551418721001,33000,Petrol,Dealer,Automatic,2,14.7,1798.0,177.5,5.0
4381,Hyundai,2014,12.886641043883259,160000,Diesel,Dealer,Manual,3,24.0,1120.0,70.0,5.0
4382,Hyundai,2013,12.959844447906553,101000,Diesel,Dealer,Manual,1,21.9,1396.0,88.76,5.0
4384,Hyundai,2016,14.48333993053993,45000,Diesel,Dealer,Automatic,2,16.38,1995.0,183.0,5.0
4385,Renault,2018,13.190022025878143,31000,Petrol,Dealer,Automatic,1,24.04,999.0,67.0,5.0
4386,Renault,2018,13.122363377404328,31000,Petrol,Dealer,Manual,1,23.01,999.0,67.0,5.0
4387,Maruti,2016,12.983099011217604,55000,Petrol,Dealer,Manual,1,20.52,1197.0,81.8,5.0
4388,Tata,2018,12.429216196844383,55000,Petrol,Dealer,Automatic,1,21.9,624.0,37.48,4.0
4389,Hyundai,2014,13.458835614025542,117000,Diesel,Dealer,Manual,1,22.32,1582.0,126.32,5.0
4390,BMW,2010,13.9108207377686,102000,Diesel,Dealer,Automatic,1,19.62,1995.0,187.74,5.0
4391,Volkswagen,2012,13.710150042306449,108000,Diesel,Dealer,Automatic,1,17.42,1968.0,175.0,5.0
4392,Maruti,2015,12.959844447906553,75000,Petrol,Dealer,Manual,1,20.52,1197.0,81.8,5.0
4393,Mercedes-Benz,2011,14.28551418721001,74000,Diesel,Dealer,Automatic,1,10.0,2148.0,170.0,5.0
4394,Ford,2013,12.691580461311874,158000,Diesel,Dealer,Manual,1,24.4,1499.0,98.96,5.0
4395,Isuzu,2019,14.808762330974558,10000,Diesel,Individual,Automatic,1,13.8,2999.0,174.57,7.0
4396,Ford,2018,13.764217263576723,40000,Diesel,Individual,Manual,1,23.0,1498.0,98.96,5.0
4397,Tata,2019,13.946538820370678,10000,Diesel,Individual,Automatic,1,21.5,1497.0,108.5,5.0
4398,Tata,2017,13.795307850646754,53000,Diesel,Individual,Manual,1,17.6,2179.0,147.94,7.0
4399,Jeep,2017,14.467835744003965,20000,Diesel,Individual,Manual,2,16.3,1956.0,170.0,5.0
4400,Volkswagen,2020,13.602317337503232,5000,Petrol,Individual,Manual,1,18.24,999.0,108.6,5.0
4401,Maruti,2014,13.217673557208654,30000,Petrol,Individual,Manual,1,19.1,1197.0,85.8,5.0
4402,Maruti,2010,12.2783933071098,64000,Petrol,Individual,Manual,1,19.7,796.0,46.3,5.0
4403,Ford,2016,13.146079904021645,10500,Petrol,Individual,Manual,1,18.16,1196.0,86.8,5.0
4404,Maruti,2011,12.2783933071098,50000,Petrol,Individual,Manual,2,19.7,796.0,46.3,5.0
4405,Skoda,2012,13.122363377404328,60000,Diesel,Individual,Manual,1,20.5,1598.0,103.5,5.0
4406,Skoda,2015,13.458835614025542,35000,Diesel,Individual,Manual,1,21.14,1498.0,103.52,5.0
4407,Tata,2012,13.17115354157376,135000,Diesel,Individual,Manual,1,13.93,2179.0,138.03,7.0
4408,Mahindra,2011,13.217673557208654,70000,Diesel,Individual,Manual,2,12.05,2179.0,120.0,9.0
4409,Maruti,2016,13.527828485512494,80000,Diesel,Individual,Manual,1,24.3,1248.0,88.5,5.0
4410,Maruti,2017,12.886641043883259,25000,Petrol,Individual,Manual,1,21.63,998.0,67.0,5.0
4411,Hyundai,2017,13.422467969854667,5000,Petrol,Individual,Manual,1,18.6,1197.0,81.83,5.0
4412,Hyundai,2008,11.84939770159144,80000,Petrol,Individual,Manual,3,17.92,1086.0,62.1,5.0
4413,Mahindra,2011,12.971540487669746,120000,Diesel,Individual,Manual,2,12.05,2179.0,120.0,8.0
4414,Jaguar,2017,14.812828128480803,9000,Diesel,Dealer,Automatic,1,13.6,1999.0,177.0,5.0
4415,Lexus,2019,15.454507272639919,20000,Petrol,Dealer,Automatic,1,22.37,2487.0,214.56,5.0
4416,Jaguar,2017,14.978661367769956,45000,Diesel,Dealer,Automatic,1,19.33,1999.0,177.0,5.0
4417,Tata,2015,13.128345449081877,110000,Diesel,Individual,Manual,1,14.1,2179.0,147.94,7.0
4418,Volvo,2019,15.150511624696614,20000,Diesel,Individual,Automatic,1,18.0,1969.0,190.0,5.0
